audit_id,priority_score,priority_flags,query_id,standardized_query,normalized_query,representative_description,expected_hts_number,acceptable_hts_numbers,expected_chapter,ambiguity,contributing_standardized_rows,max_noise_score,live_status,live_latency_ms,live_top1_hts_number,live_top1_description,live_top10_hts_numbers,live_exact_top1,live_exact_top10,expected_hts_description,expected_hts_path,audit_status,audited_hts_number,audited_description,reviewer_notes
audit-cc-00585,115,high_noise|high_value_chapter_62|top1_mismatch|top10_miss|slow_search,cc-00585,"friend ramadan gift pakistani suit shirt, pants, scarf",friend ramadan pakistani suit shirt pants scarf,"friend Ramadan gift -Pakistani suit-shirt, pants, scarf",6204.43.40.30,6204.43.40.30,62,single_label,1,2,201,1838,6214.10.20.00,Other (859),6214.10.20.00|6203.29.15.30|6110.12.20.70|6110.12.20.50|6110.12.20.10|6203.29.10.15|6110.12.20.20|6103.29.20.70|6103.29.20.66|6103.10.90.30,,,Women's (636),"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear): > Of synthetic fibers: > Other > Women's (636)",PENDING,,,
audit-cc-00796,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00796,homemade dish cloths polyester blend fabric with allover dyed print,homemade dish cloths polyester blend fabric allover dyed print,homemade dish cloths - polyester blend fabric with allover dyed print,6307.10.20.28,6307.10.20.28,63,single_label,1,2,201,2114,6307.10.10.20,Bar mops (measuring 46 to 57 centimeters in length and 38 to43 centimeters in width) of terry fabric (369),6307.10.10.20,,,Other (863),"Other made up articles, including dress patterns: > Floorcloths, dishcloths, dusters and similar cleaning cloths: > Other > Other (863)",PENDING,,,
audit-cc-00301,115,high_noise|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-00301,"costume jewelry , birthstone",costume jewelry birthstone,"costume jewelry , birthstone",7117.19.60.00,7117.19.60.00,71,single_label,1,2,201,2025,7117.90.60.00,Toy jewelry (except parts) valued not over 8 cents per piece,7117.90.60.00|7117.90.45.00|7117.90.10.00|7018.10.20.00|7018.10.10.00|7018.20.00.00|4202.92.60.10|4202.92.91.00|4420.11.00.10|4420.11.00.30,,,Toy jewelry valued not over 8 cents per piece,Imitation jewelry: > Other: > Toy jewelry valued not over 8 cents per piece,PENDING,,,
audit-cc-01064,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01064,"mini face cabochon silicone mold cavity resin mold doll face mold polymer clay, resin, wax, chocolate , fondant mold jewelry making",mini face cabochon silicone mold cavity resin mold doll face mold polymer,"Mini Face Cabochon Silicone Mold - 6 Cavity Resin Mold - Doll Face Mold - Polymer Clay, Resin, Wax, Chocolate , Fondant Mold - Jewelry Making",8480.79.90.90,8480.79.90.90,84,single_label,1,2,201,1905,8480.79.90.20,Bladder operated molds,8480.79.90.20|8480.79.90.10|8480.20.00.00|3407.00.20.00|3407.00.40.00|7117.90.75.00|9606.21.40.00|9606.29.20.00|9602.00.40.00|6401.99.80.00,,,Other molds,"Molding boxes for metal foundry; mold bases; molding patterns; molds for metal (other than ingot molds), metal carbides, glass, mineral materials, rubber or plastics: > Other types: > Other > Other molds",PENDING,,,
audit-cc-00391,115,high_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss,cc-00391,custom made printed men long sleeve cotton t shirt new,made printed men long sleeve cotton tshirt new,Custom Made Printed Men Long Sleeve Cotton T Shirt New,6103.22.00.50,6103.22.00.50,61,single_label,1,2,201,406,6109.10.00.12,Men's (338),6109.10.00.12|6109.10.00.18,,,Shirts (338),"Men's or boys' suits, ensembles, suit-type jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted: > Of cotton > Shirts (338)",PENDING,,,
audit-cc-01840,115,moderate_noise|long_query|high_value_chapter_62|top1_mismatch|top10_miss|slow_search,cc-01840,"women trousers shirt suit made of chiffon, velvet synthetic silk",women trousers shirt suit made chiffon velvet synthetic silk,"Women trousers/ shirt suit made of chiffon, velvet/synthetic silk",6204.29.40.40,6204.29.40.40,62,single_label,1,1,201,1793,6206.10.00.40,Containing 70 percent or more by weight of silk or silk waste (741),6206.10.00.40|6204.43.20.00|6204.33.10.00|6104.19.40.00|6104.49.10.00|6104.39.20.40|6211.49.03.50|6211.49.50.50|6204.19.40.00|6204.49.10.00,,,Containing 70 percent or more by weight of silk or silk waste (748),"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear): > Of other textile materials: > Other > Containing 70 percent or more by weight of silk or silk waste (748)",PENDING,,,
audit-cc-00409,115,moderate_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-00409,cute ailen duo embroidered sweatshirts l baby pink angel hoodie,cute ailen duo embroidered sweatshirts baby angel hoodie,Cute Ailen Duo Embroidered Sweatshirts - l / baby-pink / Angel Hoodie,6110.30.30.53,6110.30.30.53,61,single_label,1,1,201,1740,6110.20.10.26,Knit to shape articles described in statistical note 6 to this chapter (338),6110.20.10.26|6110.20.10.31|6110.20.20.67|6209.20.50.35|6209.90.30.15|6209.20.10.00|6110.20.20.77|6110.30.20.51|6110.30.20.61|6110.30.30.51,,,Other (638),"Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, knitted or crocheted: > Of man-made fibers: > Other > Other (638)",PENDING,,,
audit-cc-00302,115,high_noise|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-00302,"costume jewelry , engraved bar bracelet, brass core",costume jewelry engraved bar bracelet brass core,"costume jewelry , engraved bar bracelet, brass core",7117.19.60.00,7117.19.60.00,71,single_label,1,2,201,2426,7117.90.45.00,Toy jewelry (except parts),7117.90.45.00|7117.90.60.00|7117.90.10.00|4416.00.60.30|7117.90.55.00|7113.20.10.00|7113.11.10.00|7113.19.10.00|7113.19.50.91|7117.19.05.00,,,Toy jewelry valued not over 8 cents per piece,Imitation jewelry: > Other: > Toy jewelry valued not over 8 cents per piece,PENDING,,,
audit-cc-00274,115,moderate_noise|long_query|high_value_chapter_95|top1_mismatch|top10_miss|slow_search,cc-00274,complete lacrosse stick with composite shaft and molded head. no aluminum content. add cvd and lacey do not apply,complete lacrosse stick composite shaft molded head no aluminum content add cvd,Complete lacrosse stick with composite shaft and molded head. NO ALUMINUM CONTENT. ADD/CVD + Lacey do not apply.,9506.99.25.80,9506.99.25.80,95,single_label,1,1,201,2241,9506.99.28.00,Lacrosse sticks,9506.99.28.00|5404.19.10.00|8480.10.00.00|3916.90.20.00|8480.20.00.00|8480.30.00.00|9620.00.60.00|4411.93.20.00|4002.80.00.00|4411.93.90.10,,,"Other, including parts and accessories","Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including table-tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and wading pools; parts and accessories thereof: > Other: > Ice-hockey and field-hockey articles and equipment, except balls and skates, and parts and accessories thereof > Other, including parts and accessories",PENDING,,,
audit-cc-00109,115,moderate_noise|long_query|high_value_chapter_64|top1_mismatch|top10_miss|slow_search,cc-00109,birkenstock women's arizona big buckle raffia textile in black narrow european,birkenstock women arizona big buckle raffia textile narrow european,Birkenstock Women's Arizona Big Buckle Raffia Textile in Black - Narrow / 40 European,6403.99.20.60,6403.99.20.60,64,single_label,1,1,201,2357,6404.19.52.60,For women,6404.19.52.60|6404.19.47.60|6404.19.37.60|8308.90.60.00|8445.30.00.10|8445.20.00.00|8445.40.00.00|4010.12.10.00|3403.91.10.00|3921.12.19.10,,,For women,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather: > Other: > Footwear made on a base or platform of wood > For women",PENDING,,,
audit-cc-01479,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01479,"shave heal spicy sweet aftershave and body mist, amber glass spray bottle, alcohol , spicy citrus scent with vanilla and vetiver, flammable liquid cat. flash point c , limited quantity unit value cad total cad sku sh ss hs code country of manufacture canada manufacturer shave heal, suite 444, argentia rd, mississauga, on, canada. promotional sample not for resale for content creation only no commercial value",shave heal spicy sweet aftershave body mist amber glass spray bottle alcohol,": Shave Heal Spicy Sweet Aftershave & Body Mist, 120 mL amber glass spray bottle, 12.5% alcohol , spicy-citrus scent with vanilla and vetiver, flammable liquid Cat. 3 (Flash Point ~45-C), limited quantity Unit Value: CAD 25.00 Total: CAD 25.00 SKU: SH-SS-120 HS Code: 3307.90 Country of Manufacture: Canada Manufacturer: Shave Heal, Suite #444, 3155 Argentia Rd, Mississauga, ON, Canada. -Promotional sample - not for resale- -For content creation only - no commercial value-",3307.90.00.00,3307.90.00.00,33,single_label,1,3,201,2653,1901.90.72.00,Containing over 5.5 percent by weight of butterfat and not packaged for retail sale,1901.90.72.00|3808.94.50.80|3304.99.10.00|3307.10.20.00|3307.10.10.00|7013.99.10.00|1901.90.28.00|3204.11.10.00|3204.16.20.00|0510.00.20.00,,,Other,"Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed or having disinfectant properties: > Other",PENDING,,,
audit-cc-00757,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00757,handmade satin shoulder straps for women diy wedding dress to attach,satin shoulder straps women diy dress attach,Handmade satin shoulder straps for women DIY wedding dress to attach,5512.19.00.45,5512.19.00.45,55,single_label,1,2,201,2715,6204.12.00.20,Skirts and divided skirts imported as parts of suits (342),6204.12.00.20|6204.19.80.20|6204.21.00.30|6104.19.60.20|6104.19.80.20|6104.22.00.30|5516.12.00.20|5516.22.00.40|5515.12.00.40|6307.90.50.10,,,Satin weave or twill weave (617),"Woven fabrics of synthetic staple fibers, containing 85 percent or more by weight of synthetic staple fibers: > Other > Satin weave or twill weave (617)",PENDING,,,
audit-cc-00055,115,moderate_noise|long_query|high_value_chapter_64|top1_mismatch|top10_miss|slow_search,cc-00055,athletic footwear with rubber sole and textile plastic upper for sporting use. no aluminum content. add cvd and lacey do not apply,athletic footwear rubber sole textile plastic upper sporting use no aluminum content,Athletic footwear with rubber sole & textile/plastic upper for sporting use. NO ALUMINUM CONTENT. ADD/CVD + Lacey do not apply.,6404.11.90.20,6404.11.90.20,64,single_label,1,1,201,1690,6404.11.75.30,For men,6404.11.75.30|6404.11.85.30|6404.11.85.60|6404.11.75.60|6404.11.41.30|6404.11.81.30|6404.11.61.30|6404.11.51.30|6404.11.71.30|6404.11.41.60,,,Other,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials: > Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like: > Valued over $12/pair > Other",PENDING,,,
audit-cc-00807,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00807,illy coffee iperespresso capsules single serve coffee capsules and pods single origin coffee pods brasile roast with notes of caramel for iperespresso capsule machines,illy coffee iperespresso capsules single serve coffee capsules pods single coffee pods,illy Coffee iperEspresso Capsules - Single-Serve Coffee Capsules & Pods - Single Origin Coffee Pods - Brasile Roast with Notes of Caramel - For iperEspresso Capsule Machines - 21 Count,2101.11.29.49,2101.11.29.49,21,single_label,1,3,201,1646,0901.11.00.15,Certified organic,0901.11.00.15|0901.12.00.20|0901.12.00.40|2101.11.21.31|2101.11.21.26|2101.30.00.00|0901.11.00.50|0901.12.00.60|0901.11.00.35|0901.22.00.40,,,Other,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof: > Extracts, essences and concentrates: > Other > Other",PENDING,,,
audit-cc-00200,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00200,carbon fiber notepad with waterproof paper. edc tactical magnetic notebook with pen,carbon fiber notepad waterproof paper edc tactical magnetic notebook pen,Carbon Fiber Notepad with Waterproof Paper. EDC Tactical Magnetic Notebook with Pen,4820.10.20.60,4820.10.20.60,48,single_label,1,2,201,2267,9608.30.00.31,India ink drawing pens,9608.30.00.31|9608.10.00.00|9608.40.40.00|9608.20.00.00|9608.91.00.00|9608.60.00.00|9608.99.30.00|9608.99.40.00|9608.50.00.00|9608.99.20.00,,,Other,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, exercise books, blotting pads, binders (looseleaf or other), folders, file covers, manifold business forms, interleaved carbon sets and other articles of stationery, of paper or paperboard; albums for samples or for collections and book covers (including cover boards and book jackets) of paper or paperboard: > Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, diaries and similar articles: > Diaries, notebooks and address books, bound; memorandum pads, letter pads and similar articles > Other",PENDING,,,
audit-cc-00995,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00995,"mediheal madecassoside blemish pad, 100pads , non medicated cosmetic facial skin care preparation, pre soaked toner pads, retail packaged, for personal use",mediheal madecassoside blemish pad 100pads non medicated cosmetic facial skin care preparation,"MEDIHEAL Madecassoside Blemish Pad, 100pads (170ml), Non-medicated cosmetic facial skin care preparation, pre-soaked toner pads, retail packaged, for personal use",3304.99.50.00,3304.99.50.00,33,single_label,1,3,201,2259,1901.90.72.00,Containing over 5.5 percent by weight of butterfat and not packaged for retail sale,1901.90.72.00|2101.11.21.26|3304.99.10.00|3401.30.10.00|5603.11.00.70|5603.12.00.70|5603.13.00.70|3004.49.00.50|3004.90.92.50|3004.90.92.34,,,Other,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations: > Other",PENDING,,,
audit-cc-00801,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00801,i like pretty things and the word fuck vintage china decorative plate unique funny gift for her rude present for her home decor gift,like pretty things word fuck china plate unique funny her rude present,I Like Pretty Things And The Word Fuck - Vintage China Decorative Plate - Unique Funny Gift for Her -Rude Present For Her - Home Decor Gift,6912.00.10.00,6912.00.10.00,69,single_label,1,2,201,2150,6911.10.41.00,"Steins with permanently attached pewter lids, candy boxes, decanters, punch bowls, pretzel dishes, tidbit dishes, tiered servers, bonbon dishes, egg cups, spoons and spoon rests, oil and vinegar sets, tumblers and salt and pepper shaker sets",6911.10.41.00|6911.10.58.00|6911.10.52.00|7302.40.00.00|6911.10.38.10|6911.10.37.10|6911.10.35.10|6912.00.41.00|6912.00.45.00|6912.00.39.10,,,"Of coarse-grained earthenware, or of coarse- grained stoneware; of fine-grained earthenware, whether or not decorated, having a reddish-colored body and a lustrous glaze which, on teapots, may be any color, but which, on other articles, must be mottled, streaked or solidly colored brown to black with metallic oxide or salt","Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china: > Of coarse-grained earthenware, or of coarse- grained stoneware; of fine-grained earthenware, whether or not decorated, having a reddish-colored body and a lustrous glaze which, on teapots, may be any color, but which, on other articles, must be mottled, streaked or solidly colored brown to black with metallic oxide or salt",PENDING,,,
audit-cc-01509,115,moderate_noise|long_query|high_value_chapter_62|top1_mismatch|top10_miss|slow_search,cc-01509,skafto pattern swedish mittens by ojbro vantfabrik sot black medium,skafto pattern swedish mittens by ojbro vantfabrik sot,Skafto Pattern Swedish Mittens By Ojbro Vantfabrik - Sot (Black) / Medium,6216.00.80.00,6216.00.80.00,62,single_label,1,1,201,2033,6116.99.54.00,With fourchettes (631),6116.99.54.00|6116.99.48.00|6116.92.64.20|6216.00.38.00|6216.00.41.00|6216.00.58.10|4203.21.55.00|7607.20.10.00|3926.20.10.10|3926.20.10.20,,,Of wool or fine animal hair (431),"Gloves, mittens and mitts: > Of wool or fine animal hair (431)",PENDING,,,
audit-cc-01054,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01054,meteorite dust and large shavings ring inlay material aletai dust shavings,meteorite dust shavings ring inlay material aletai dust shavings,Meteorite Dust and Large shavings ring inlay material - Aletai Dust / Shavings 5 grams,7204.41.00.80,7204.41.00.80,72,single_label,1,2,201,2329,7105.10.00.20,Coated with metal,7105.10.00.20|7105.10.00.30|7105.10.00.11|5601.30.00.00|8448.33.00.00|9001.20.00.00|9001.50.00.00|3307.10.10.00|3307.10.20.00|3403.91.10.00,,,Other,"Ferrous waste and scrap; remelting scrap ingots of iron or steel: > Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings, whether or not in bundles > Other",PENDING,,,
audit-cc-00416,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00416,"damkoni, cover pot, rice bonnet, gift kitchen set, dish and bowl covers",damkoni cover pot rice bonnet kitchen set dish bowl covers,"Damkoni, cover pot, Rice bonnet, Gift kitchen set, Dish and Bowl Covers",6302.40.20.10,6302.40.20.10,63,single_label,1,2,201,2185,6912.00.41.00,"Steins with permanently attached pewter lids; candy boxes, decanters, punch bowls, pretzel dishes, tidbit dishes, tiered servers, bonbon dishes, egg cups, spoons and spoon rests, oil and vinegar sets, tumblers and salt and pepper shaker sets",6912.00.41.00|6911.10.41.00|6911.10.58.00|6302.91.00.05|7418.10.00.23|6302.91.00.45|7418.10.00.53|4820.30.00.20|4820.40.00.00|8215.10.00.00,,,Of cotton (369),"Bed linen, table linen, toilet linen and kitchen linen: > Table linen, knitted or crocheted: > Other > Of cotton (369)",PENDING,,,
audit-cc-00505,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00505,"eraser pen by clover for water erasable marker, clover fabric pens, quilting accessories , eraser for fabrics, eraser for cloths",eraser pen by clover water erasable marker clover fabric pens quilting accessories,"Eraser Pen by CLOVER (#518)- For Water Erasable Marker, Clover Fabric Pens, Quilting Accessories , Eraser for Fabrics, Eraser for Cloths",9608.30.00.39,9608.30.00.39,96,single_label,1,2,201,2167,9608.20.00.00,Felt tipped and other porous-tipped pens and markers,9608.20.00.00|9608.30.00.31|9608.60.00.00|4016.92.00.00|5806.10.24.00|3215.19.90.40|3215.90.10.00|3215.19.10.00|5809.00.00.00|9608.10.00.00,,,Other,"Ball point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph pens and other pens; duplicating styli; propelling or sliding pencils (for example, mechanical pencils); pen-holders, pencil-holders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 9609: > Fountain pens, stylograph pens and other pens > Other",PENDING,,,
audit-cc-00615,115,moderate_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-00615,girls tunic dress rib navy ditsy floral navy ditsy floral,girls tunic dress rib ditsy floral ditsy floral,Girls Tunic Dress - Rib Navy Ditsy Floral - 12 / Navy Ditsy Floral,6108.92.00.40,6108.92.00.40,61,single_label,1,1,201,2033,6204.13.20.20,Girls' (644),6204.13.20.20|6204.32.20.20|6204.42.30.60|6104.43.20.20|6104.44.20.20|6104.53.20.20|6204.42.30.20|6204.32.20.40|6204.42.30.40|6204.39.30.20,,,Girls' (650),"Women's or girls' slips, petticoats, briefs, panties, night dresses, pajamas, negligees, bathrobes, dressing gowns and similar articles, knitted or crocheted: > Of man-made fibers > Girls' (650)",PENDING,,,
audit-cc-01586,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01586,super mario car vent clip set retro cute automotive interior accessories,super mario car vent clip set cute automotive interior accessories,Super Mario Car Vent Clip Set Retro Cute Automotive Interior Accessories,8708.99.81.80,8708.99.81.80,87,single_label,1,2,201,1721,2924.29.43.00,3-Ethoxy carbonyl amino phenyl-N-phenyl carbamate (Desmedipham); and Isopropyl-N-(3-chlorophenyl) car-bamate (CIPC),2924.29.43.00|8708.29.15.00|6603.90.41.00|8708.22.00.00|8708.92.50.00|8402.20.00.00|9503.00.00.11|0301.11.00.20|9403.40.60.00|0301.93.02.10,,,Other,Parts and accessories of the motor vehicles of headings 8701 to 8705: > Other: > Other > Other,PENDING,,,
audit-cc-00875,115,high_noise|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-00875,"knitted synthetic faux fur fashion accessory , acrylic. handmade",knitted synthetic faux fur fashion accessory acrylic,"Knitted synthetic faux fur fashion accessory , 100% acrylic. Handmade",6117.80.95.40,6117.80.95.40,61,single_label,1,2,201,1867,4304.00.00.00,Artificial fur and articles thereof,4304.00.00.00|6115.10.10.00|6115.10.40.00|6115.22.00.00|6117.80.95.20|6117.80.95.30|6117.80.87.20|6117.80.87.30|6103.29.20.66|6103.29.20.70,,,Other (659),"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories: > Other accessories: > Other > Other (659)",PENDING,,,
audit-cc-01237,115,moderate_noise|long_query|high_value_chapter_95|top1_mismatch|top10_miss|slow_search,cc-01237,pink circus highchair banner pastel carnival birthday party decorations big top party decor,circus highchair banner pastel carnival decorations big top,Pink Circus Highchair Banner | Pastel Carnival Birthday Party Decorations | Big Top Party Decor,9505.90.60.00,9505.90.60.00,95,single_label,1,1,201,1789,9505.90.40.00,"Confetti, paper spirals or streamers, party favors and noisemakers; parts and accessories thereof",9505.90.40.00|9505.10.50.10|9505.10.30.00|9701.21.00.00|9701.91.00.00|7013.99.10.00|7016.10.00.00|9701.22.00.00|0301.93.02.10|0301.99.03.15,,,Other,"Festive, carnival or other entertainment articles, including magic tricks and practical joke articles; parts and accessories thereof: > Other: > Other",PENDING,,,
audit-cc-01511,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01511,skeleton halloween paper plates tall paper plate vintage halloween decor halloween party seasonal decor spooky tableware,skeleton halloween paper plates paper plate halloween halloween seasonal spooky tableware,"Skeleton Halloween Paper Plates - 8"" Tall Paper Plate - Vintage Halloween Decor - Halloween Party - Seasonal Decor - Spooky Tableware",4823.69.00.20,4823.69.00.20,48,single_label,1,2,201,1884,4823.70.00.20,"Plates, bowls or cups",4823.70.00.20|3924.10.20.00|4802.20.20.00|9505.90.40.00|4807.00.91.00|4707.10.00.00|4707.20.00.20|8215.99.24.00|4419.90.11.00|4419.19.10.00,,,Cups and round nested food containers,"Other paper, paperboard, cellulose wadding and webs of cellulose fibers, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibers: > Other > Cups and round nested food containers",PENDING,,,
audit-cc-00093,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00093,"beauty of joseon green plum refreshing cleanser, , non medicated facial cleansing gel, surfactant based skin wash, retail packaged, for personal cosmetic use",beauty joseon plum refreshing cleanser non medicated facial cleansing gel surfactant based,"BEAUTY OF JOSEON Green Plum Refreshing Cleanser, 100ml, Non-medicated facial cleansing gel, surfactant-based skin wash, retail packaged, for personal cosmetic use",3401.30.50.00,3401.30.50.00,34,single_label,1,3,201,2402,3304.99.10.00,Petroleum jelly put up for retail sale,3304.99.10.00|2101.11.21.26|2101.11.21.31|2101.11.29.41|0409.00.00.10|3401.11.10.00|3401.30.10.00|5603.11.00.70|5603.12.00.70|5603.13.00.70,,,Other,"Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, molded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap; paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent: > Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap: > Other",PENDING,,,
audit-cc-00087,115,moderate_noise|long_query|no_results|top10_miss|slow_search,cc-00087,bbq balloons barbecue birthday party decorations cook out party decor babyq baby shower grill party decorations father's day bbq,bbq balloons barbecue decorations cook out babyq baby shower grill decorations father,BBQ Balloons | Barbecue Birthday Party Decorations | Cook Out Party Decor | BaByQ Baby Shower | Grill Party Decorations | Father's Day BBQ,8801.00.00.50,8801.00.00.50,88,single_label,1,1,201,1700,,,,,,Other,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft > Other",PENDING,,,
audit-cc-01242,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01242,pizza oven accessory for gozney dome pizza oven stainless steel door and holder,pizza oven accessory gozney dome pizza oven stainless steel door holder,Pizza Oven Accessory for Gozney Dome Pizza Oven -100% Stainless steel door and holder,7323.93.00.35,7323.93.00.35,73,single_label,1,2,201,2178,7321.90.40.00,"Door assemblies, incorporating more than one of the following: inner panel, outer panel, window, insulation",7321.90.40.00|8302.41.60.15|7308.30.10.00|7307.91.30.00|7222.11.00.06|8302.41.90.15|7228.30.20.00|7228.30.40.00|3925.20.00.10|7307.91.50.30,,,Bakeware (cookware not suitable for stove top use),"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel: > Of stainless steel > Bakeware (cookware not suitable for stove top use)",PENDING,,,
audit-cc-01894,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01894,wood comb kanga sikh accessories ii sikhi karar ii for women men kids non static eco friendly,wood comb kanga sikh accessories ii sikhi karar ii women men kids,Wood Comb/Kanga- Sikh Accessories II Sikhi Karar II For Women/Men/Kids | Non-static | Eco-Friendly,4415.10.30.00,4415.10.30.00,44,single_label,1,2,201,2035,3807.00.00.00,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch",3807.00.00.00|6110.12.20.30|4420.11.00.10|6110.12.20.80|4420.11.00.30|6110.12.20.60|4401.31.00.00|8208.20.00.60|9018.41.00.00|9018.90.50.40,,,"Packing boxes and cases with solid sides, lids and bottoms","Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums, of wood; pallets, box-pallets and other load boards, of wood; pallet collars of wood: > Cases, boxes, crates, drums and similar packings; cable-drums: > Packing boxes and cases with solid sides, lids and bottoms",PENDING,,,
audit-cc-01338,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01338,printed who has the daddy scratch off baby shower game party game with custom and celebrity scratch off who has the baby daddy who has the dad,printed who has daddy scratch off baby shower game game celebrity scratch,Printed Who Has the Daddy Scratch Off Baby Shower Game Party Game with Custom & Celebrity Scratch Off Who has the baby Daddy Who has the Dad,4909.00.20.00,4909.00.20.00,49,single_label,1,2,201,1708,9504.90.60.00,"Chess, checkers, parchisi, backgammon, darts and other games played on boards of a special design, all the foregoing games and parts there of (including their boards); mah-jong and dominoes; any of the foregoing games in combination with each other, or with other games, packaged together as a unit in immediate containers of a type used in retail sales; poker chips and dice",9504.90.60.00|9504.20.40.00|9504.40.00.00|6111.90.50.10|6111.30.50.10|8443.91.10.00|6111.20.60.10|8443.91.20.00|8443.14.00.00|6209.20.50.30,,,Postcards,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings: > Postcards",PENDING,,,
audit-cc-00937,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00937,"linen cotton fine yarn on cone, linen, loro piana, , italian yarn for hand knitting, machine knitting, crochet and weaving",linen cotton fine yarn cone linen loro piana italian yarn hand knitting,"Linen cotton fine yarn on cone, 100% Linen, Loro Piana, 100g/430m, Italian Yarn for Hand Knitting, Machine Knitting, Crochet and weaving",5306.10.00.00,5306.10.00.00,53,single_label,1,2,201,1681,5205.41.00.20,Ring spun (301),5205.41.00.20|5205.43.00.21|5205.42.00.21|6302.40.10.00|6304.99.40.00|5408.33.15.00|5513.12.00.00|5403.10.30.40|5403.10.30.20|5109.10.20.00,,,Single (800),Flax yarn: > Single (800),PENDING,,,
